time,open,high,low,close,volume
2025-09-12 20:45:00+05:30,114983.0,115166.0,114944.5,114957.0,42286
2025-09-12 21:00:00+05:30,114956.0,115149.0,114890.0,115084.5,41014
2025-09-12 21:15:00+05:30,115084.5,115208.5,115040.5,115077.0,43007
2025-09-12 21:30:00+05:30,115077.0,115209.5,115000.5,115209.5,36193
2025-09-12 21:45:00+05:30,115208.5,115341.0,115116.5,115329.5,131110
2025-09-12 22:00:00+05:30,115330.5,115412.5,115213.0,115308.5,100736
2025-09-12 22:15:00+05:30,115300.0,115481.0,115260.5,115447.0,69872
2025-09-12 22:30:00+05:30,115446.0,115550.5,115347.0,115550.5,84968
2025-09-12 22:45:00+05:30,115550.5,115891.5,115549.5,115798.5,257556
2025-09-12 23:00:00+05:30,115798.5,115888.0,115634.5,115832.5,109629
2025-09-12 23:15:00+05:30,115832.5,115860.0,115703.5,115758.5,47214
2025-09-12 23:30:00+05:30,115758.0,116012.0,115709.0,115977.0,96169
2025-09-12 23:45:00+05:30,115970.0,116167.5,115966.0,116147.0,107568
2025-09-13 00:00:00+05:30,116147.0,116434.0,116147.0,116424.0,197864
2025-09-13 00:15:00+05:30,116424.0,116454.0,116281.5,116436.0,69558
2025-09-13 00:30:00+05:30,116436.0,116444.0,116271.0,116278.5,42129
2025-09-13 00:45:00+05:30,116278.5,116492.0,116190.5,116469.5,71074
2025-09-13 01:00:00+05:30,116469.5,116492.0,116350.5,116406.5,35971
2025-09-13 01:15:00+05:30,116404.0,116612.0,116367.0,116585.5,58267
2025-09-13 01:30:00+05:30,116563.0,116563.0,116110.0,116179.0,63337
2025-09-13 01:45:00+05:30,116167.5,116167.5,115919.0,115982.0,69199
2025-09-13 02:00:00+05:30,115982.0,116199.0,115982.0,116142.0,25075
2025-09-13 02:15:00+05:30,116142.0,116320.0,116079.0,116099.5,33126
2025-09-13 02:30:00+05:30,116097.0,116097.0,115863.5,116050.0,44518
2025-09-13 02:45:00+05:30,116057.0,116072.0,115902.5,115929.5,12404
2025-09-13 03:00:00+05:30,115929.5,115929.5,115811.5,115811.5,17713
2025-09-13 03:15:00+05:30,115812.5,115851.0,115712.0,115823.0,25907
2025-09-13 03:30:00+05:30,115847.0,116065.0,115847.0,115984.5,10288
2025-09-13 03:45:00+05:30,115981.5,116301.5,115981.5,116092.5,25312
2025-09-13 04:00:00+05:30,116092.5,116118.5,115857.5,115895.5,18688
2025-09-13 04:15:00+05:30,115895.5,116012.0,115895.5,115984.0,8685
2025-09-13 04:30:00+05:30,115984.0,115984.0,115883.0,115932.0,7937
2025-09-13 04:45:00+05:30,115937.0,116090.0,115893.0,116054.0,7436
2025-09-13 05:00:00+05:30,116045.0,116123.0,115992.0,116112.0,9154
2025-09-13 05:15:00+05:30,116111.0,116111.0,115973.0,115989.5,8513
2025-09-13 05:30:00+05:30,116000.0,116083.5,115933.5,115979.0,19972
2025-09-13 05:45:00+05:30,115978.0,116090.0,115922.0,116034.0,8635
2025-09-13 06:00:00+05:30,116024.0,116233.5,116012.5,116161.0,13839
2025-09-13 06:15:00+05:30,116162.0,116257.5,116161.5,116166.5,10985
2025-09-13 06:30:00+05:30,116167.5,116234.0,116116.5,116116.5,12409
2025-09-13 06:45:00+05:30,116116.5,116210.5,115959.0,115959.0,14492
2025-09-13 07:00:00+05:30,115960.0,116022.0,115769.5,115812.5,30462
2025-09-13 07:15:00+05:30,115811.5,115855.5,115541.5,115715.5,53391
2025-09-13 07:30:00+05:30,115715.5,115927.0,115637.0,115927.0,36040
2025-09-13 07:45:00+05:30,115927.0,115952.0,115881.5,115933.5,16082
2025-09-13 08:00:00+05:30,115933.0,115933.0,115840.0,115872.5,14923
2025-09-13 08:15:00+05:30,115856.5,115912.0,115803.5,115844.5,14262
2025-09-13 08:30:00+05:30,115843.5,115979.0,115832.0,115886.0,23389
2025-09-13 08:45:00+05:30,115887.0,115907.5,115839.5,115849.0,11353
2025-09-13 09:00:00+05:30,115849.0,115928.5,115800.5,115889.0,21804
2025-09-13 09:15:00+05:30,115889.0,115960.0,115856.0,115926.0,23393
2025-09-13 09:30:00+05:30,115926.0,115926.0,115780.0,115814.5,21718
2025-09-13 09:45:00+05:30,115814.5,115814.5,115715.5,115716.5,23958
2025-09-13 10:00:00+05:30,115715.5,115817.5,115715.5,115775.5,23145
2025-09-13 10:15:00+05:30,115775.5,115775.5,115646.5,115661.5,40945
2025-09-13 10:30:00+05:30,115662.5,115735.5,115654.0,115685.5,24010
2025-09-13 10:45:00+05:30,115686.5,115825.5,115659.5,115752.0,23384
2025-09-13 11:00:00+05:30,115752.0,115773.0,115659.5,115722.0,17113
2025-09-13 11:15:00+05:30,115723.0,115723.0,115611.5,115669.0,26146
2025-09-13 11:30:00+05:30,115669.0,115766.0,115665.0,115670.0,23024
2025-09-13 11:45:00+05:30,115663.5,115663.5,115606.0,115651.0,24485
2025-09-13 12:00:00+05:30,115651.0,115685.0,115649.0,115681.0,14475
2025-09-13 12:15:00+05:30,115681.0,115726.5,115619.0,115708.0,29499
2025-09-13 12:30:00+05:30,115708.0,115812.0,115661.5,115801.5,25824
2025-09-13 12:45:00+05:30,115801.5,115822.0,115778.0,115778.0,30980
2025-09-13 13:00:00+05:30,115778.0,115815.5,115756.5,115756.5,37067
2025-09-13 13:15:00+05:30,115757.0,115757.5,115727.0,115727.0,12510
2025-09-13 13:30:00+05:30,115727.0,115762.0,115727.0,115748.0,14163
2025-09-13 13:45:00+05:30,115748.0,115823.0,115729.0,115823.0,37319
2025-09-13 14:00:00+05:30,115823.0,116023.0,115819.5,115942.0,88300
2025-09-13 14:15:00+05:30,115942.0,115957.0,115915.5,115925.5,28116
2025-09-13 14:30:00+05:30,115925.5,115978.5,115832.5,115858.0,38056
2025-09-13 14:45:00+05:30,115859.0,115859.0,115823.5,115823.5,12651
2025-09-13 15:00:00+05:30,115823.5,115862.0,115822.0,115862.0,16191
2025-09-13 15:15:00+05:30,115862.0,116000.5,115846.5,115981.0,30924
2025-09-13 15:30:00+05:30,115981.0,116138.0,115909.5,116085.0,58917
2025-09-13 15:45:00+05:30,116086.0,116095.0,115976.0,115976.0,30179
2025-09-13 16:00:00+05:30,115976.0,116027.0,115912.0,116008.5,29207
2025-09-13 16:15:00+05:30,116007.5,116041.5,115861.0,115895.0,30479
2025-09-13 16:30:00+05:30,115894.0,115907.0,115835.5,115842.5,26172
2025-09-13 16:45:00+05:30,115843.5,115872.0,115842.5,115867.0,19846
