time,open,high,low,close,volume
2025-09-13 17:00:00+05:30,115866.0,115968.5,115866.0,115945.5,20907
2025-09-13 17:15:00+05:30,115944.5,115944.5,115911.5,115925.0,11358
2025-09-13 17:30:00+05:30,115925.0,115925.0,115835.5,115836.0,20409
2025-09-13 17:45:00+05:30,115836.0,115842.0,115811.5,115834.0,24892
2025-09-13 18:00:00+05:30,115835.0,116022.0,115834.0,115988.5,30265
2025-09-13 18:15:00+05:30,115987.5,115988.5,115957.5,115959.5,16105
2025-09-13 18:30:00+05:30,115959.5,115959.5,115871.0,115872.5,20186
2025-09-13 18:45:00+05:30,115873.5,115943.5,115857.5,115919.0,16200
2025-09-13 19:00:00+05:30,115919.0,115919.0,115797.5,115800.5,31574
2025-09-13 19:15:00+05:30,115799.5,115822.0,115577.5,115718.5,117434
2025-09-13 19:30:00+05:30,115717.5,115776.5,115557.5,115651.0,77632
2025-09-13 19:45:00+05:30,115652.0,115919.0,115643.0,115861.5,61117
2025-09-13 20:00:00+05:30,115862.5,115891.5,115750.5,115820.0,37160
2025-09-13 20:15:00+05:30,115820.0,115852.5,115749.5,115762.5,18265
2025-09-13 20:30:00+05:30,115761.5,115795.5,115711.5,115774.0,11491
