time,open,high,low,close,volume
2025-09-10 15:15:00+05:30,112217.5,112308.0,112181.0,112252.0,23200
2025-09-10 15:30:00+05:30,112251.0,112394.5,112198.0,112301.0,28084
2025-09-10 15:45:00+05:30,112302.0,112400.0,112174.0,112378.0,28376
2025-09-10 16:00:00+05:30,112377.0,112405.5,112321.0,112348.0,22928
2025-09-10 16:15:00+05:30,112349.0,112354.5,112239.5,112245.0,16899
2025-09-10 16:30:00+05:30,112249.0,112344.5,112224.5,112344.5,22035
2025-09-10 16:45:00+05:30,112344.5,112391.0,112256.5,112290.5,17104
2025-09-10 17:00:00+05:30,112290.5,112291.5,112117.5,112201.0,28141
2025-09-10 17:15:00+05:30,112200.0,112278.0,112193.0,112278.0,14231
2025-09-10 17:30:00+05:30,112278.0,112461.0,112278.0,112394.0,41817
2025-09-10 17:45:00+05:30,112394.0,112699.5,112350.0,112553.0,108771
2025-09-10 18:00:00+05:30,112553.0,113537.0,112528.5,113234.0,388045
2025-09-10 18:15:00+05:30,113234.0,113410.5,112882.0,113400.0,113851
2025-09-10 18:30:00+05:30,113394.5,113800.0,113369.0,113702.0,261845
2025-09-10 18:45:00+05:30,113701.0,113791.5,113403.0,113639.0,115028
2025-09-10 19:00:00+05:30,113646.0,113988.5,113354.5,113976.5,202441
2025-09-10 19:15:00+05:30,113976.5,114299.5,113762.0,113922.0,287563
2025-09-10 19:30:00+05:30,113924.5,114165.5,113841.0,113991.5,84731
2025-09-10 19:45:00+05:30,113994.0,114248.5,113941.5,114045.0,88111
2025-09-10 20:00:00+05:30,114043.5,114165.5,113935.0,114042.0,55781
2025-09-10 20:15:00+05:30,114041.5,114066.5,113765.5,113884.0,81340
2025-09-10 20:30:00+05:30,113884.0,114079.0,113813.5,114034.5,53331
2025-09-10 20:45:00+05:30,114029.5,114061.5,113709.5,113832.0,86044
2025-09-10 21:00:00+05:30,113832.0,113877.0,113688.5,113857.5,50595
2025-09-10 21:15:00+05:30,113857.5,113899.5,113736.0,113810.0,36115
2025-09-10 21:30:00+05:30,113819.0,113900.0,113686.5,113711.0,56135
2025-09-10 21:45:00+05:30,113711.0,113763.0,113601.0,113650.0,82282
2025-09-10 22:00:00+05:30,113648.5,113761.5,113543.0,113687.0,85520
2025-09-10 22:15:00+05:30,113686.0,113745.0,113598.5,113734.5,61295
2025-09-10 22:30:00+05:30,113735.5,113968.5,113728.5,113963.5,122279
2025-09-10 22:45:00+05:30,113963.5,114058.0,113412.0,113448.5,199384
2025-09-10 23:00:00+05:30,113447.5,113632.0,113380.0,113602.5,141859
2025-09-10 23:15:00+05:30,113602.5,113770.0,113563.0,113705.5,66981
2025-09-10 23:30:00+05:30,113705.5,113870.5,113660.0,113747.5,58154
2025-09-10 23:45:00+05:30,113748.5,113748.5,113317.0,113369.0,97113
2025-09-11 00:00:00+05:30,113369.0,113591.5,113321.5,113450.0,44938
2025-09-11 00:15:00+05:30,113451.0,113635.0,113336.0,113573.0,44534
2025-09-11 00:30:00+05:30,113561.0,113593.0,113317.0,113318.0,23098
2025-09-11 00:45:00+05:30,113317.0,113318.0,113122.0,113200.0,97548
2025-09-11 01:00:00+05:30,113202.5,113451.5,113150.0,113451.5,42169
2025-09-11 01:15:00+05:30,113450.5,113579.0,113317.0,113537.0,24799
2025-09-11 01:30:00+05:30,113536.0,113863.0,113521.5,113632.0,53454
2025-09-11 01:45:00+05:30,113633.0,113770.0,113578.0,113696.5,16000
2025-09-11 02:00:00+05:30,113696.5,113747.5,113583.0,113706.5,9979
2025-09-11 02:15:00+05:30,113707.5,113718.5,113511.0,113521.0,11665
2025-09-11 02:30:00+05:30,113510.5,113781.0,113477.5,113654.5,22697
2025-09-11 02:45:00+05:30,113654.5,113747.5,113651.5,113658.0,6296
2025-09-11 03:00:00+05:30,113658.5,113782.5,113623.5,113757.5,6507
2025-09-11 03:15:00+05:30,113756.5,113802.0,113717.5,113797.0,10632
2025-09-11 03:30:00+05:30,113794.5,113954.5,113793.5,113884.0,24912
2025-09-11 03:45:00+05:30,113885.0,113954.0,113860.0,113895.5,10164
2025-09-11 04:00:00+05:30,113902.0,113902.0,113660.5,113722.5,9270
2025-09-11 04:15:00+05:30,113722.5,113875.5,113722.5,113828.5,2940
2025-09-11 04:30:00+05:30,113850.0,113984.0,113850.0,113862.5,13241
2025-09-11 04:45:00+05:30,113862.5,113892.5,113770.0,113770.0,4793
2025-09-11 05:00:00+05:30,113770.0,113807.5,113743.0,113743.0,8767
2025-09-11 05:15:00+05:30,113743.0,114005.5,113743.0,113908.5,13893
2025-09-11 05:30:00+05:30,113902.0,113960.5,113846.0,113850.0,7641
