time,open,high,low,close,volume
2025-09-20 19:00:00+05:30,115863.5,115881.0,115844.5,115877.5,12892
2025-09-20 19:15:00+05:30,115878.5,115909.0,115836.5,115870.0,21726
2025-09-20 19:30:00+05:30,115871.0,115900.0,115831.5,115832.5,18946
2025-09-20 19:45:00+05:30,115831.5,115860.0,115831.5,115849.0,11318
2025-09-20 20:00:00+05:30,115850.0,115900.0,115850.0,115900.0,17557
2025-09-20 20:15:00+05:30,115900.0,115987.0,115899.5,115910.5,62751
2025-09-20 20:30:00+05:30,115910.5,116038.5,115910.5,116011.0,56157
2025-09-20 20:45:00+05:30,116012.0,116068.0,115969.5,116058.5,66743
2025-09-20 21:00:00+05:30,116059.5,116071.5,115944.5,115962.5,44443
2025-09-20 21:15:00+05:30,115962.5,115962.5,115892.5,115940.5,32763
2025-09-20 21:30:00+05:30,115939.5,115999.0,115911.5,115911.5,43187
2025-09-20 21:45:00+05:30,115911.5,115911.5,115818.5,115902.0,45293
2025-09-20 22:00:00+05:30,115902.0,116012.5,115901.0,115983.0,43189
2025-09-20 22:15:00+05:30,115983.0,115990.5,115966.5,115978.0,21309
2025-09-20 22:30:00+05:30,115978.0,116030.0,115851.0,115852.0,38674
2025-09-20 22:45:00+05:30,115851.0,115863.5,115770.5,115802.5,58777
2025-09-20 23:00:00+05:30,115802.5,115840.5,115802.0,115827.0,11756
2025-09-20 23:15:00+05:30,115827.0,115828.0,115767.5,115771.0,22872
2025-09-20 23:30:00+05:30,115771.0,115772.0,115676.0,115678.0,51887
2025-09-20 23:45:00+05:30,115678.0,115747.0,115648.0,115746.0,34322
2025-09-21 00:00:00+05:30,115747.0,115747.0,115658.0,115690.0,16732
2025-09-21 00:15:00+05:30,115690.5,115692.0,115652.0,115692.0,8468
